"approach","parameter","truth","mean_est","bias","rmse","mae","sd_est","coverage","ci_width","n_ok","dep_type","dep_par","k_true","n","r","r_label","n_exc","n_exc_nom","S","m","sigma","p_thresh","threshold","cred_mass","interval","seed","secs"
"Weighted GPD","k",0.3,0.331956299102153,0.031956299102153,0.11847845869531,0.090733693244548,0.114093127955608,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,2000,1,0.95,"empirical",NA,NA,244810,5787.89509367943
"Cluster maxima (POT)","k",0.3,0.30350055295301,0.00350055295300974,0.140020952526769,0.110288339032404,0.139984187795658,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,2000,1,0.95,"empirical",NA,NA,244810,5787.89509367943
"Conventional","sigma",2.45985088282748,2.58766450528423,0.127813622456749,0.474497391606959,0.345091660714468,0.540177902381179,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,2000,1,0.95,"empirical",NA,NA,244810,5787.89509367943
"Weighted GPD","sigma",2.45985088282748,2.18045030295045,-0.279400579877027,0.426584155732331,0.359535586675546,0.393159609749689,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,2000,1,0.95,"empirical",NA,NA,244810,5787.89509367943
"Cluster maxima (POT)","sigma",2.45985088282748,2.360117493749,-0.099733389078478,0.481350969247901,0.383426706491029,0.525807664852537,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,2000,1,0.95,"empirical",NA,NA,244810,5787.89509367943
"Conventional","zm",29.2644256180987,29.6151977836553,0.350772165556616,21.7640710328248,11.0561059351543,21.7623322904597,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,2000,1,0.95,"empirical",NA,NA,244810,5787.89509367943
"Weighted GPD","zm",29.2644256180987,29.9686366056185,0.704210987519816,10.4265305525462,7.04594423206509,10.4032422346659,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,2000,1,0.95,"empirical",NA,NA,244810,5787.89509367943
"Cluster maxima (POT)","zm",29.2644256180987,29.8636546235343,0.599229005435631,10.3882323234028,7.03244642241273,10.3714537124381,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,2000,1,0.95,"empirical",NA,NA,244810,5787.89509367943
"Conventional","k",0.3,0.227168464273038,-0.0728315357269619,0.185406060570282,0.152088155153147,0.170510650951934,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,4000,1,0.95,"empirical",NA,NA,244810,5965.85255336761
"Weighted GPD","k",0.3,0.331956299102153,0.031956299102153,0.11847845869531,0.090733693244548,0.114093127955608,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,4000,1,0.95,"empirical",NA,NA,244810,5965.85255336761
"Cluster maxima (POT)","k",0.3,0.30350055295301,0.00350055295300974,0.140020952526769,0.110288339032404,0.139984187795658,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,4000,1,0.95,"empirical",NA,NA,244810,5965.85255336761
"Conventional","sigma",2.45985088282748,2.58766450528423,0.127813622456749,0.474497391606959,0.345091660714468,0.540177902381179,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,4000,1,0.95,"empirical",NA,NA,244810,5965.85255336761
"Weighted GPD","sigma",2.45985088282748,2.18045030295045,-0.279400579877027,0.426584155732331,0.359535586675546,0.393159609749689,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,4000,1,0.95,"empirical",NA,NA,244810,5965.85255336761
"Cluster maxima (POT)","sigma",2.45985088282748,2.360117493749,-0.099733389078478,0.481350969247901,0.383426706491029,0.525807664852537,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,4000,1,0.95,"empirical",NA,NA,244810,5965.85255336761
"Conventional","zm",36.7992154872864,38.6028264097893,1.80361092250287,41.8821633297921,17.586305706951,41.8454023351821,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,4000,1,0.95,"empirical",NA,NA,244810,5965.85255336761
"Weighted GPD","zm",36.7992154872864,39.1289639565714,2.329748469285,17.9358963035942,10.9218448110206,17.7848328165035,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,4000,1,0.95,"empirical",NA,NA,244810,5965.85255336761
"Cluster maxima (POT)","zm",36.7992154872864,38.6536402558086,1.85442476852215,17.9347068647839,11.0324204928656,17.8394687075595,NA,NA,10000,"log",0.25,0.3,20000,NA,"auto",999.9999,1000,10000,4000,1,0.95,"empirical",NA,NA,244810,5965.85255336761
"Conventional","k",-0.3,-0.470196410373245,-0.170196410373245,0.308803274224732,0.233643854186031,0.257680585214286,0.6418,0.47121870235964,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243231,88.9389617443085
"Weighted GPD","k",-0.3,-0.3219544513392,-0.0219544513392002,0.361433646892958,0.258833348315739,0.360784284168128,0.7142,0.650113938512117,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243231,88.9389617443085
"Cluster maxima (POT)","k",-0.3,-0.83341275095531,-0.53341275095531,0.966162969986014,0.714783928126061,0.805609472606125,0.3859,0.521654714992168,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243231,88.9389617443085
"Conventional","sigma",0.412650151994686,0.389890626209594,-0.0227595257850917,0.194357474422284,0.147051963242,0.171753903854351,NA,NA,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243231,88.9389617443085
"Weighted GPD","sigma",0.412650151994686,0.33369505145702,-0.0789551005376654,0.207985461739776,0.160678913762142,0.166161435933446,NA,NA,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243231,88.9389617443085
"Cluster maxima (POT)","sigma",0.412650151994686,0.613350576712023,0.200700424717337,0.488165709800782,0.334711208324255,0.415489432562246,NA,NA,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243231,88.9389617443085
"Conventional","zm",2.99247827247882,2.6948431642021,-0.297635108276724,0.38459731906598,0.323618428048158,0.243586480723379,0.3246,0.335555450991197,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243231,88.9389617443085
"Weighted GPD","zm",2.99247827247882,2.85054776225456,-0.14193051022426,0.761618925511583,0.368237195715224,0.748314850498403,0.4953,0.915848080287721,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243231,88.9389617443085
"Cluster maxima (POT)","zm",2.99247827247882,2.83028236075977,-0.162195911719053,0.959389350408595,0.392757908142392,0.945626687907199,0.3293,0.765621250694687,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",243231,88.9389617443085
"Conventional","k",-0.3,-0.470196410373245,-0.170196410373245,0.308803274224732,0.233643854186031,0.257680585214286,0.6418,0.47121870235964,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243231,94.1325125694275
"Weighted GPD","k",-0.3,-0.3219544513392,-0.0219544513392002,0.361433646892958,0.258833348315739,0.360784284168128,0.7142,0.650113938512117,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243231,94.1325125694275
"Cluster maxima (POT)","k",-0.3,-0.83341275095531,-0.53341275095531,0.966162969986014,0.714783928126061,0.805609472606125,0.3859,0.521654714992168,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243231,94.1325125694275
"Conventional","sigma",0.412650151994686,0.389890626209594,-0.0227595257850917,0.194357474422284,0.147051963242,0.171753903854351,NA,NA,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243231,94.1325125694275
"Weighted GPD","sigma",0.412650151994686,0.33369505145702,-0.0789551005376654,0.207985461739776,0.160678913762142,0.166161435933446,NA,NA,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243231,94.1325125694275
"Cluster maxima (POT)","sigma",0.412650151994686,0.613350576712023,0.200700424717337,0.488165709800782,0.334711208324255,0.415489432562246,NA,NA,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243231,94.1325125694275
"Conventional","zm",3.0564729933441,2.73328792689993,-0.323185066444178,0.413386204298386,0.350938191653331,0.257771626353317,0.3757,0.459368414512956,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243231,94.1325125694275
"Weighted GPD","zm",3.0564729933441,2.99884306420402,-0.0576299291400816,1.61418728705068,0.476362799882107,1.61323886728148,0.5577,1.70941317059616,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243231,94.1325125694275
"Cluster maxima (POT)","zm",3.0564729933441,2.97425131123248,-0.0822216821116201,2.27595473253544,0.53275902892091,2.27458279959918,0.3545,1.58802568971504,10000,"log",0.3,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",243231,94.1325125694275
"Conventional","k",-0.3,-0.448197768856575,-0.148197768856575,0.25049437878416,0.191111582704901,0.201962704482277,0.5528,0.311292971843225,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243245,256.831717729568
"Weighted GPD","k",-0.3,-0.285507743203962,0.0144922567960375,0.247537972658215,0.182476511561458,0.247125736243007,0.6834,0.444942260259977,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243245,256.831717729568
"Cluster maxima (POT)","k",-0.3,-0.528929222029074,-0.228929222029074,0.546814605199961,0.387456048544685,0.496610799308423,0.4377,0.395380321141631,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243245,256.831717729568
"Conventional","sigma",0.409936105907163,0.419736177253551,0.00980007134638762,0.170589052032033,0.123120489496699,0.150984051661084,NA,NA,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243245,256.831717729568
"Weighted GPD","sigma",0.409936105907163,0.346439221638239,-0.0634968842689239,0.153457189916515,0.120000974296868,0.118789350793202,NA,NA,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243245,256.831717729568
"Cluster maxima (POT)","sigma",0.409936105907163,0.496774335067003,0.0868382291598399,0.301350746992043,0.201302297936878,0.268009092599783,NA,NA,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243245,256.831717729568
"Conventional","zm",2.99247827247882,2.78235894781026,-0.21011932466856,0.292223244075397,0.243653581299144,0.20309706699172,0.2758,0.211208992392978,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243245,256.831717729568
"Weighted GPD","zm",2.99247827247882,2.89070005877701,-0.101778213701806,0.378947746049166,0.243608366652496,0.365042346917337,0.4984,0.472953484071588,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243245,256.831717729568
"Cluster maxima (POT)","zm",2.99247827247882,2.88025084885452,-0.112227423624304,0.380964628411412,0.247161592372981,0.364077338924257,0.3901,0.386278230775888,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",243245,256.831717729568
"Conventional","k",-0.3,-0.448197768856575,-0.148197768856575,0.25049437878416,0.191111582704901,0.201962704482277,0.5528,0.311292971843225,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243245,383.124033689499
"Weighted GPD","k",-0.3,-0.285507743203962,0.0144922567960375,0.247537972658215,0.182476511561458,0.247125736243007,0.6834,0.444942260259977,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243245,383.124033689499
"Cluster maxima (POT)","k",-0.3,-0.528929222029074,-0.228929222029074,0.546814605199961,0.387456048544685,0.496610799308423,0.4377,0.395380321141631,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243245,383.124033689499
"Conventional","sigma",0.409936105907163,0.419736177253551,0.00980007134638762,0.170589052032033,0.123120489496699,0.150984051661084,NA,NA,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243245,383.124033689499
"Weighted GPD","sigma",0.409936105907163,0.346439221638239,-0.0634968842689239,0.153457189916515,0.120000974296868,0.118789350793202,NA,NA,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243245,383.124033689499
"Cluster maxima (POT)","sigma",0.409936105907163,0.496774335067003,0.0868382291598399,0.301350746992043,0.201302297936878,0.268009092599783,NA,NA,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243245,383.124033689499
"Conventional","zm",3.0564729933441,2.82195859632748,-0.234514397016627,0.316481018888255,0.266125645168689,0.212527056356231,0.319,0.27956376211708,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243245,383.124033689499
"Weighted GPD","zm",3.0564729933441,2.98454571791474,-0.0719272754293694,0.642268577327721,0.288505930720774,0.638260236960513,0.5561,0.711246327907757,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243245,383.124033689499
"Cluster maxima (POT)","zm",3.0564729933441,2.95841637855723,-0.0980566147868741,0.648948935691932,0.303258254110233,0.641530028533334,0.4192,0.587559613727791,10000,"log",0.3,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",243245,383.124033689499
"Conventional","k",-0.3,-0.408892725723556,-0.108892725723556,0.18413482520378,0.142233472715351,0.148493141789905,0.5101,0.21412608654693,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",243273,391.217240095139
"Weighted GPD","k",-0.3,-0.271758563594255,0.0282414364057452,0.160042741353955,0.122176908046761,0.157539144938799,0.6517,0.288500801165715,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",243273,391.217240095139
"Cluster maxima (POT)","k",-0.3,-0.385211632425691,-0.085211632425691,0.286842579546209,0.207113960932069,0.273907184379376,0.4556,0.270055048920612,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",243273,391.217240095139
"Conventional","sigma",0.40877034162641,0.425070156495056,0.016299814868646,0.131843655116838,0.0941402207943512,0.115973208308432,NA,NA,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",243273,391.217240095139
"Weighted GPD","sigma",0.40877034162641,0.356938836651711,-0.0518315049746997,0.105393820923331,0.0864321702040267,0.0759982053703588,NA,NA,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",243273,391.217240095139
"Cluster maxima (POT)","sigma",0.40877034162641,0.433037722225353,0.0242673805989427,0.162423750835651,0.114024939527706,0.148226928514837,NA,NA,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",243273,391.217240095139
"Conventional","zm",2.99247827247882,2.85090910944314,-0.141569163035684,0.222321132349749,0.183966431446888,0.171428692891025,0.2547,0.148047195462374,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",243273,391.217240095139
"Weighted GPD","zm",2.99247827247882,2.92306230858886,-0.0694159638899572,0.237140997631788,0.164695481325869,0.226765118474874,0.4707,0.271283630832524,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",243273,391.217240095139
"Cluster maxima (POT)","zm",2.99247827247882,2.92231320322824,-0.0701650692505792,0.235099233114632,0.163070081185827,0.224395962135979,0.4007,0.230544835976388,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",243273,391.217240095139
"Conventional","k",-0.3,-0.408892725723556,-0.108892725723556,0.18413482520378,0.142233472715351,0.148493141789905,0.5101,0.21412608654693,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",243273,449.85876750946
"Weighted GPD","k",-0.3,-0.271758563594255,0.0282414364057452,0.160042741353955,0.122176908046761,0.157539144938799,0.6517,0.288500801165715,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",243273,449.85876750946
"Cluster maxima (POT)","k",-0.3,-0.385211632425691,-0.085211632425691,0.286842579546209,0.207113960932069,0.273907184379376,0.4556,0.270055048920612,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",243273,449.85876750946
"Conventional","sigma",0.40877034162641,0.425070156495056,0.016299814868646,0.131843655116838,0.0941402207943512,0.115973208308432,NA,NA,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",243273,449.85876750946
"Weighted GPD","sigma",0.40877034162641,0.356938836651711,-0.0518315049746997,0.105393820923331,0.0864321702040267,0.0759982053703588,NA,NA,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",243273,449.85876750946
"Cluster maxima (POT)","sigma",0.40877034162641,0.433037722225353,0.0242673805989427,0.162423750835651,0.114024939527706,0.148226928514837,NA,NA,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",243273,449.85876750946
"Conventional","zm",3.0564729933441,2.89511418372659,-0.161358809617511,0.242878625246945,0.202002316008921,0.181539683888532,0.2989,0.19423351145047,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",243273,449.85876750946
"Weighted GPD","zm",3.0564729933441,3.0014981344647,-0.0549748588794094,0.36286195830459,0.187832916307506,0.358691276195829,0.5357,0.380219221919917,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",243273,449.85876750946
"Cluster maxima (POT)","zm",3.0564729933441,2.98937811385731,-0.0670948794867931,0.366771454617512,0.194365679586663,0.36060030550033,0.4466,0.323415445019865,10000,"log",0.3,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",243273,449.85876750946
"Conventional","k",-0.3,-0.394391514980372,-0.0943915149803716,0.15597834868651,0.122937546197161,0.124181436863997,0.4682,0.171515619697472,10000,"log",0.3,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243301,3229.83347988129
"Weighted GPD","k",-0.3,-0.275476842443675,0.0245231575563247,0.127127533557269,0.0984158926986705,0.124746064827277,0.6347,0.225449729838513,10000,"log",0.3,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243301,3229.83347988129
"Cluster maxima (POT)","k",-0.3,-0.350582379574631,-0.050582379574631,0.204975811465333,0.152049693978068,0.198646550958381,0.4546,0.2120308560508,10000,"log",0.3,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243301,3229.83347988129
"Conventional","sigma",0.407637194655363,0.427065218056992,0.0194280234016293,0.110283499597107,0.0797932971784764,0.0956727727674529,NA,NA,10000,"log",0.3,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243301,3229.83347988129
"Weighted GPD","sigma",0.407637194655363,0.365993107079387,-0.0416440875759758,0.0872833440179974,0.0718808841802485,0.0637424168913416,NA,NA,10000,"log",0.3,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243301,3229.83347988129
